customer_id,customer_name,city,state,registration_date,customer_segment
223,Customer_223,Charlotte,WA,2022-03-07,Premium
224,Customer_224,New York,OH,2022-12-13,VIP
225,Customer_225,Columbus,MI,2022-01-22,VIP
226,Customer_226,Detroit,NC,2023-08-26,VIP
227,Customer_227,Houston,IL,2023-07-22,Standard
228,Customer_228,Columbus,TX,2022-08-24,Premium
229,Customer_229,Detroit,IL,2023-08-26,Premium
230,Customer_230,Charlotte,NY,2022-08-14,Standard
231,Customer_231,Miami,GA,2022-01-08,Premium
232,Customer_232,Los Angeles,FL,2022-03-14,Premium
233,Customer_233,New York,NC,2023-12-26,Standard
234,Customer_234,Los Angeles,TX,2023-10-09,VIP
235,Customer_235,Chicago,OH,2022-03-02,VIP
236,Customer_236,Chicago,TX,2022-08-23,Standard
237,Customer_237,Columbus,FL,2022-03-11,Premium
238,Customer_238,Charlotte,NY,2022-02-02,VIP
239,Customer_239,Charlotte,WA,2022-12-05,Premium
240,Customer_240,Houston,IL,2022-03-14,Standard
241,Customer_241,Houston,MI,2023-06-11,VIP
242,Customer_242,Houston,MI,2022-09-01,VIP
243,Customer_243,Miami,FL,2022-10-13,Premium
244,Customer_244,Atlanta,FL,2023-11-17,Standard
245,Customer_245,Seattle,CA,2023-05-13,Premium
246,Customer_246,Atlanta,TX,2022-08-08,Premium
247,Customer_247,Los Angeles,IL,2023-07-07,Standard
248,Customer_248,Atlanta,NY,2022-05-16,VIP
249,Customer_249,Miami,OH,2023-08-08,Standard
250,Customer_250,Los Angeles,TX,2023-08-14,VIP
251,Customer_251,Atlanta,GA,2023-04-30,Premium
252,Customer_252,Miami,NY,2022-09-06,VIP
253,Customer_253,Seattle,GA,2023-04-30,VIP
254,Customer_254,Atlanta,IL,2023-02-21,Standard
255,Customer_255,Miami,NC,2022-07-14,Standard
256,Customer_256,Houston,NC,2022-04-07,Standard
257,Customer_257,Charlotte,WA,2022-04-10,VIP
258,Customer_258,Houston,TX,2023-11-06,Premium
259,Customer_259,Charlotte,CA,2023-03-18,Standard
260,Customer_260,New York,CA,2022-12-29,VIP
261,Customer_261,New York,IL,2023-03-10,Standard
262,Customer_262,New York,MI,2023-02-25,VIP
263,Customer_263,Seattle,NY,2023-04-24,Standard
264,Customer_264,Houston,MI,2022-02-25,Premium
265,Customer_265,Charlotte,NC,2023-11-21,VIP
266,Customer_266,Miami,TX,2023-11-01,Standard
267,Customer_267,Los Angeles,FL,2023-10-24,Standard
268,Customer_268,Miami,MI,2022-04-11,Standard
269,Customer_269,Los Angeles,MI,2022-03-04,Premium
270,Customer_270,Chicago,NY,2023-02-17,VIP
271,Customer_271,Miami,NY,2022-12-14,Premium
272,Customer_272,Atlanta,TX,2022-04-22,Standard
273,Customer_273,Atlanta,WA,2022-09-12,VIP
274,Customer_274,Columbus,OH,2022-07-16,VIP
275,Customer_275,Houston,IL,2022-07-14,Standard
276,Customer_276,Los Angeles,GA,2023-07-04,VIP
277,Customer_277,Los Angeles,CA,2023-04-05,Premium
278,Customer_278,Houston,NY,2022-05-24,Standard
279,Customer_279,Seattle,IL,2023-03-09,Premium
280,Customer_280,Columbus,CA,2022-07-07,Standard
281,Customer_281,Seattle,MI,2022-10-13,Standard
282,Customer_282,Seattle,OH,2023-04-19,VIP
283,Customer_283,Seattle,TX,2022-09-13,Standard
284,Customer_284,Houston,WA,2022-03-19,VIP
285,Customer_285,Seattle,MI,2023-03-30,VIP
286,Customer_286,Atlanta,OH,2023-07-18,Premium
287,Customer_287,New York,IL,2022-04-11,Premium
288,Customer_288,Chicago,OH,2022-02-21,VIP
289,Customer_289,Los Angeles,TX,2023-10-30,Standard
290,Customer_290,Los Angeles,GA,2023-07-08,VIP
291,Customer_291,Chicago,OH,2022-01-16,VIP
292,Customer_292,Houston,FL,2022-04-06,Standard
293,Customer_293,Miami,OH,2022-08-31,Standard
294,Customer_294,Houston,MI,2022-06-20,Premium
295,Customer_295,Los Angeles,IL,2023-02-21,VIP
296,Customer_296,Los Angeles,MI,2023-05-13,Standard
297,Customer_297,Chicago,IL,2023-05-08,Standard
298,Customer_298,Seattle,TX,2022-08-07,Premium
299,Customer_299,Houston,OH,2023-02-15,Premium
300,Customer_300,Charlotte,FL,2022-03-02,Premium
301,Customer_301,Chicago,OH,2022-06-18,Premium
302,Customer_302,Atlanta,OH,2023-01-24,Standard
303,Customer_303,Los Angeles,MI,2022-01-03,Premium
304,Customer_304,Chicago,FL,2023-02-04,Standard
305,Customer_305,Houston,NY,2022-09-29,Standard
306,Customer_306,Los Angeles,WA,2023-04-11,VIP
307,Customer_307,Miami,WA,2022-10-20,VIP
308,Customer_308,Chicago,IL,2023-03-10,VIP
309,Customer_309,Columbus,CA,2023-12-15,Standard
310,Customer_310,Los Angeles,NY,2023-07-24,VIP
311,Customer_311,Houston,OH,2023-11-09,Standard
312,Customer_312,New York,TX,2023-05-14,VIP
313,Customer_313,Charlotte,OH,2022-06-08,Standard
314,Customer_314,Detroit,NY,2022-07-14,Premium
315,Customer_315,Seattle,NC,2022-10-31,Standard
316,Customer_316,Detroit,NC,2022-08-11,Premium
317,Customer_317,Houston,IL,2022-03-01,Standard
318,Customer_318,Atlanta,IL,2023-08-17,VIP
319,Customer_319,Atlanta,GA,2023-07-10,VIP
320,Customer_320,New York,NC,2022-03-04,Standard
321,Customer_321,Seattle,GA,2022-11-18,Standard
322,Customer_322,Columbus,MI,2022-02-28,VIP
323,Customer_323,New York,WA,2022-02-21,VIP
324,Customer_324,Detroit,NY,2023-08-22,Premium
325,Customer_325,New York,MI,2023-05-04,Standard
326,Customer_326,Detroit,MI,2023-05-30,VIP
327,Customer_327,Los Angeles,NY,2023-06-28,VIP
328,Customer_328,Atlanta,NY,2022-06-11,Standard
329,Customer_329,Los Angeles,TX,2022-02-28,Standard
330,Customer_330,Charlotte,IL,2023-06-05,VIP
331,Customer_331,Seattle,CA,2022-03-24,Premium
332,Customer_332,Columbus,NC,2022-07-10,Standard
333,Customer_333,Detroit,IL,2022-03-12,VIP
334,Customer_334,Columbus,OH,2023-09-02,Premium
335,Customer_335,Detroit,IL,2022-03-11,VIP
336,Customer_336,Houston,MI,2023-11-23,Standard
337,Customer_337,New York,TX,2022-08-29,Standard
338,Customer_338,Charlotte,TX,2023-02-18,VIP
339,Customer_339,Atlanta,FL,2022-05-03,VIP
340,Customer_340,Detroit,MI,2023-08-07,VIP
341,Customer_341,Columbus,TX,2022-09-10,Standard
342,Customer_342,Charlotte,MI,2023-08-16,VIP
343,Customer_343,Miami,WA,2023-09-01,VIP
344,Customer_344,Miami,IL,2022-02-10,Premium
345,Customer_345,Los Angeles,CA,2023-09-27,Premium
346,Customer_346,Atlanta,FL,2022-03-25,VIP
347,Customer_347,Houston,GA,2023-03-06,VIP
348,Customer_348,Columbus,NC,2023-11-05,Standard
349,Customer_349,New York,MI,2023-08-21,Premium
350,Customer_350,New York,WA,2023-08-02,VIP
351,Customer_351,Columbus,FL,2023-06-20,Standard
352,Customer_352,Seattle,MI,2022-11-20,Standard
353,Customer_353,Houston,NY,2022-09-25,Premium
354,Customer_354,Charlotte,NC,2022-07-29,Standard
355,Customer_355,Detroit,GA,2023-11-17,Standard
356,Customer_356,Seattle,IL,2022-11-18,Premium
357,Customer_357,Detroit,GA,2022-09-02,Premium
358,Customer_358,Detroit,WA,2022-09-29,Standard
359,Customer_359,Seattle,CA,2023-02-10,Standard
360,Customer_360,Los Angeles,GA,2022-05-15,VIP
361,Customer_361,Miami,IL,2023-11-19,VIP
362,Customer_362,Detroit,TX,2023-10-23,Premium
363,Customer_363,Seattle,CA,2022-11-04,VIP
364,Customer_364,Seattle,GA,2023-04-14,Premium
365,Customer_365,Chicago,WA,2022-11-20,Standard
366,Customer_366,Los Angeles,OH,2022-03-16,Premium
367,Customer_367,Atlanta,TX,2022-01-10,Premium
368,Customer_368,Chicago,MI,2023-04-15,VIP
369,Customer_369,Chicago,GA,2023-09-29,Premium
370,Customer_370,Columbus,TX,2023-07-31,Premium
371,Customer_371,Miami,IL,2022-04-13,Standard
372,Customer_372,Seattle,WA,2022-03-17,Standard
373,Customer_373,Miami,GA,2023-07-05,VIP
374,Customer_374,Houston,IL,2022-08-07,Standard
375,Customer_375,Columbus,CA,2023-06-03,VIP
376,Customer_376,Atlanta,CA,2022-09-29,VIP
377,Customer_377,Miami,WA,2022-05-16,VIP
378,Customer_378,New York,MI,2022-12-24,VIP
379,Customer_379,Detroit,WA,2022-03-12,VIP
380,Customer_380,Houston,MI,2022-09-08,Premium
381,Customer_381,Los Angeles,MI,2023-01-14,VIP
382,Customer_382,Atlanta,OH,2022-10-19,VIP
383,Customer_383,Houston,OH,2022-06-11,Premium
384,Customer_384,Detroit,NC,2023-03-25,Premium
385,Customer_385,Columbus,WA,2023-07-11,Standard
386,Customer_386,Detroit,MI,2023-12-22,Premium
387,Customer_387,Chicago,TX,2022-11-06,Premium
388,Customer_388,Detroit,TX,2023-09-19,Premium
389,Customer_389,Chicago,FL,2023-11-01,Premium
390,Customer_390,Columbus,WA,2023-06-26,Premium
391,Customer_391,Charlotte,FL,2022-01-09,Standard
392,Customer_392,Chicago,NY,2023-11-15,Premium
393,Customer_393,Los Angeles,OH,2023-07-22,Premium
394,Customer_394,Detroit,NY,2022-11-03,Standard
395,Customer_395,Detroit,IL,2023-11-11,VIP
396,Customer_396,Los Angeles,IL,2022-04-17,Premium
397,Customer_397,New York,GA,2022-05-18,VIP
398,Customer_398,Seattle,MI,2022-09-28,Premium
399,Customer_399,Charlotte,IL,2022-04-29,Premium
400,Customer_400,Atlanta,MI,2022-04-20,VIP
401,Customer_401,Chicago,WA,2023-07-21,Standard
402,Customer_402,Los Angeles,FL,2022-06-09,Premium
403,Customer_403,Columbus,FL,2022-10-06,Standard
404,Customer_404,Chicago,TX,2022-10-16,Standard
405,Customer_405,Seattle,NY,2023-09-12,VIP
406,Customer_406,Columbus,FL,2022-08-04,Standard
407,Customer_407,Houston,NC,2022-12-18,VIP
408,Customer_408,Detroit,NC,2022-07-28,Standard
409,Customer_409,Houston,FL,2023-12-05,Standard
410,Customer_410,Chicago,NC,2023-10-12,Standard
411,Customer_411,Seattle,IL,2022-09-28,Standard
412,Customer_412,Charlotte,NC,2023-06-02,VIP
413,Customer_413,Chicago,NC,2023-05-16,Standard
414,Customer_414,Los Angeles,NC,2022-09-15,VIP
415,Customer_415,Miami,NC,2022-02-22,VIP
416,Customer_416,Chicago,OH,2022-04-05,VIP
417,Customer_417,Detroit,NC,2023-10-12,VIP
418,Customer_418,Detroit,CA,2023-03-10,VIP
419,Customer_419,Chicago,FL,2022-10-11,VIP
420,Customer_420,Columbus,WA,2022-02-15,Premium
421,Customer_421,Miami,WA,2022-01-04,Premium
422,Customer_422,Los Angeles,CA,2022-12-08,VIP
423,Customer_423,Chicago,CA,2022-05-14,VIP
424,Customer_424,Columbus,CA,2023-10-15,VIP
425,Customer_425,Detroit,GA,2022-09-26,Standard
426,Customer_426,Detroit,CA,2022-06-15,Premium
427,Customer_427,Seattle,NC,2023-03-29,Standard
428,Customer_428,Chicago,MI,2023-07-19,VIP
429,Customer_429,Miami,NY,2023-12-24,Premium
430,Customer_430,New York,NC,2023-03-14,Premium
431,Customer_431,Miami,NC,2023-07-29,Premium
432,Customer_432,Detroit,NY,2022-01-10,Premium
433,Customer_433,Detroit,FL,2022-04-25,Premium
434,Customer_434,Houston,NC,2022-03-19,Premium
435,Customer_435,Detroit,NC,2023-12-09,VIP
436,Customer_436,Los Angeles,GA,2022-06-02,Premium
437,Customer_437,Atlanta,IL,2023-07-13,Premium
438,Customer_438,Chicago,CA,2022-02-06,Standard
439,Customer_439,Miami,NY,2023-01-14,Premium
440,Customer_440,Atlanta,FL,2023-08-20,Premium
441,Customer_441,Columbus,NC,2023-07-20,Premium
442,Customer_442,New York,FL,2022-06-01,Premium
443,Customer_443,Los Angeles,IL,2023-03-17,Premium
444,Customer_444,Miami,CA,2022-05-11,Standard
445,Customer_445,Atlanta,IL,2022-02-12,VIP
446,Customer_446,New York,NY,2022-11-12,Standard
447,Customer_447,Houston,NC,2023-01-09,VIP
448,Customer_448,Los Angeles,MI,2022-02-10,Premium
449,Customer_449,Los Angeles,MI,2023-01-02,Standard
450,Customer_450,Houston,NC,2022-08-04,Premium
451,Customer_451,Chicago,IL,2023-11-30,Premium
452,Customer_452,Houston,GA,2022-09-13,Premium
453,Customer_453,Los Angeles,MI,2023-11-14,Standard
454,Customer_454,Los Angeles,WA,2022-04-16,VIP
455,Customer_455,Atlanta,MI,2022-12-29,VIP
456,Customer_456,Detroit,GA,2023-07-28,Standard
457,Customer_457,New York,NC,2023-02-21,Premium
458,Customer_458,Houston,FL,2023-09-28,VIP
459,Customer_459,New York,MI,2022-06-08,Premium
460,Customer_460,Houston,FL,2022-08-31,Premium
461,Customer_461,Columbus,OH,2022-06-16,VIP
462,Customer_462,Los Angeles,IL,2022-07-01,VIP
463,Customer_463,Detroit,FL,2023-02-27,Standard
464,Customer_464,Atlanta,NY,2022-01-26,VIP
465,Customer_465,Detroit,NY,2022-07-03,VIP
466,Customer_466,Detroit,FL,2022-12-07,Premium
467,Customer_467,Detroit,MI,2023-02-26,Standard
468,Customer_468,New York,GA,2023-11-17,VIP
469,Customer_469,Houston,GA,2022-09-12,Premium
470,Customer_470,Charlotte,OH,2022-10-01,VIP
471,Customer_471,Columbus,FL,2022-06-13,Standard
472,Customer_472,Miami,OH,2023-12-20,Premium
473,Customer_473,Detroit,NC,2022-04-21,VIP
474,Customer_474,Chicago,GA,2023-01-27,Standard
475,Customer_475,New York,IL,2022-02-09,Standard
476,Customer_476,Atlanta,TX,2023-04-27,VIP
477,Customer_477,Miami,NY,2022-08-16,VIP
478,Customer_478,Charlotte,FL,2022-07-24,Standard
479,Customer_479,Chicago,NC,2023-04-17,Premium
480,Customer_480,Charlotte,MI,2022-12-25,Standard
481,Customer_481,Miami,FL,2022-11-09,Premium
482,Customer_482,Detroit,NC,2022-08-22,Standard
483,Customer_483,Chicago,MI,2022-08-17,Standard
484,Customer_484,Charlotte,IL,2022-01-25,VIP
485,Customer_485,Atlanta,TX,2023-11-07,VIP
486,Customer_486,Houston,WA,2022-07-17,Standard
487,Customer_487,Los Angeles,NC,2023-02-13,Standard
488,Customer_488,Houston,GA,2022-12-03,Standard
489,Customer_489,Miami,TX,2022-10-13,Premium
490,Customer_490,New York,FL,2022-03-13,VIP
491,Customer_491,Los Angeles,FL,2022-10-13,Standard
492,Customer_492,Columbus,CA,2022-12-26,Standard
493,Customer_493,Atlanta,IL,2023-10-19,Standard
494,Customer_494,Columbus,TX,2023-06-06,Premium
495,Customer_495,Chicago,OH,2023-02-14,Standard
496,Customer_496,Los Angeles,OH,2023-11-27,VIP
497,Customer_497,Columbus,IL,2023-07-04,VIP
498,Customer_498,Columbus,IL,2022-12-06,Premium
499,Customer_499,Charlotte,CA,2022-01-29,Standard
500,Customer_500,Houston,FL,2022-04-29,VIP
501,Customer_501,Charlotte,CA,2022-09-25,Standard
502,Customer_502,Los Angeles,CA,2022-07-02,Standard
503,Customer_503,Los Angeles,GA,2023-08-18,VIP
504,Customer_504,Miami,NC,2022-09-29,Premium
505,Customer_505,Charlotte,NY,2022-02-09,Standard
506,Customer_506,Seattle,NC,2022-04-22,Standard
507,Customer_507,Houston,CA,2023-09-03,VIP
508,Customer_508,Los Angeles,NC,2023-03-21,Standard
509,Customer_509,Miami,CA,2022-12-20,Standard
510,Customer_510,Charlotte,MI,2022-11-18,Standard
511,Customer_511,Houston,MI,2023-03-23,VIP
512,Customer_512,Charlotte,GA,2023-09-13,Premium
513,Customer_513,Columbus,CA,2023-06-08,Premium
514,Customer_514,Miami,GA,2022-04-29,VIP
515,Customer_515,Houston,CA,2023-01-30,Standard
